Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
Maps SEC.13.(2658.),MAPSSEC     13 (   2658 ),1,China Sea (South West.) Singapore to Camranh Bay. 1859. ...,,1859,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps SEC.12.(1734.),MAPSSEC     12 (   1734 ),1,Sirangoon Harbour and Johore Channel (Strait of Singapor...,,1846,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps SEC.12.(2402.),MAPSSEC     12 (   2402 ),1,"Strait of Singapore, Sheet 1, and the Straits of Durian,...",,1855,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps SEC.12.(2757.),MAPSSEC     12 (   2757 ),1,"China Sea. Banka Strait to Singapore. From Dutch Charts,...",,1861,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps SEC.13.(389.),MAPSSEC     13 (    389 ),1,China. City and Environs of Shanghai. From a Survey by t...,,1862,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W251071P,Full,2
Maps SEC.13.(941.a.),MAPSSEC     13 (    941 A),1,"Eastern Archipelago. Eastern Portion, including the Flor...",,1868,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps SEC.13.(1995.),MAPSSEC     13 (   1995 ),1,China Sea. Singapore Roads. Surveyed ... 1864. Nat. scal...,,1865,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps *64990.(9.).,MAPS*  64990 (      9 ),1,"Effigies ampli Regni auriferi Guineae in Africa siti, ex...",,1650,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 63510.(38.),MAPS*  63510 (     38 ),1,Africa. Autore J. U. Molitore.,,1710,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W271626P,,2
Maps 149.d.26.,MAPS    149 D     26 ,1,[Espan?a geogra?fica histo?rica ilustrada],,1874,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W272837P,,2
Maps 64390.(8.),MAPS  64390 (      8 ),1,"Lower Egypt with the adjacent deserts, with a part of Pa...",,1860,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 27727.(7.),MAPS  27727 (      7 ),1,Vo?lker-Karte der Oesterreichischen Monarchie [being No....,,1858,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,16R01533S,,2
Maps 27727.(13.),MAPS  27727 (     13 ),1,Vo?lker- und Sprachen-Karte von O?sterreich und den Unte...,,1867,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,16R01533S,,2
Maps 27727.(16.),MAPS  27727 (     16 ),1,Ethnographische Karte der o?sterreichischen Monarchie. E...,,1868,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,16R01533S,,2
Maps 35795.(30.),MAPS  35795 (     30 ),1,"Pochtovaia karta Rossiiskoi Imperii, sostavlennaia Pocht...",,1829,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W272312P,,2
Maps 41035.(27.),MAPS  41035 (     27 ),1,"Map of the Crimea, with diagrams of Europe, the Black Se...",,1855,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 46900.(30.),MAPS  46900 (     30 ),1,"Map of Eastern Asia, comprising ... the Malay Peninsula,...",,1840,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 52612.(1.),MAPS  52612 (      1 ),1,"The Coast of India, from Karachi to Singapoor, showing p...",,1869,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 54570.(3.),MAPS  54570 (      3 ),1,"Plan of the town of Madras and its limits, as surveyed i...",,1824,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W263010P,,2
Maps 58765.(8.),MAPS  58765 (      8 ),1,"Map of the Burman Empire, including also Malaya [i.e. Ma...",,1832,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 60001.(1.),MAPS  60001 (      1 ),1,Charts of the Straits of Malacca. By J. Lindsay.,,1818,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 60001.(3.),MAPS  60001 (      3 ),1,A Chart showing the Navigation through the Strait of Mal...,,1852,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 60001.(4.),MAPS  60001 (      4 ),1,The Straits of Malacca and Singapore.,,1859,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 60032.(1.),MAPS  60032 (      1 ),1,A Plan of the Harbour near Singapore. By Capt? D. Ross ....,,1829,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 60032.(2.),MAPS  60032 (      2 ),1,"A Survey of Singapore Harbour, and the Islands in its vi...",,1830,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 63510.(37.),MAPS  63510 (     37 ),1,Nova totius Africae Tabula. (Stadt Minae).,,1710,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W271626P,,2
Maps 27727.(3.),MAPS  27727 (      3 ),1,Ethnographische Karte von o?sterreich. Kaiserstaat. Eine...,,1849,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,16R01533S,,2
Maps 27210.(14.),MAPS  27210 (     14 ),1,(Plan fu?r das Feld-Kriegsspiel ... Karte vom Kriegsscha...,,1866,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 20570.(70.),MAPS  20570 (     70 ),1,"Carte Politique et Itine?raire d'Italie, indiquant la di...",,1837,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 3215.(16.),MAPS   3215 (     16 ),2,J. Heywood's Pictorial Map of Manchester and Salford.,,1886,0,   ,RM1,Possibly out of Copyright,Standard Access,Maps,,,2
Maps 150.d.8.,MAPS    150 D      8 ,1,"Ireland. Plans of the Barracks,&c., in the Belfast divis...",Great Britain.,1863,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W273144P,,2
Maps 999.(39.),MAPS    999 (     39 ),1,"The Stream of Time, or, Figurative Representation of Uni...",,1810,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W291395P,,2
Maps 1065.(35.),MAPS   1065 (     35 ),2,"Vo?lker- u. Sprachen-Karte von Mitteleuropa i. M. 1 : 6,...",,1893,0,   ,RM1,Possibly out of Copyright,Standard Access,Maps,16R01533S,,2
Maps 1065.(35.),MAPS   1065 (     35 ),2,"Vo?lker- u. Sprachen-Karte von Mitteleuropa i. M. 1 : 6,...",,1893,0,   ,RM1,Possibly out of Copyright,Standard Access,Maps,,,2
"Maps 2550.(24, 25.)",MAPS   2550 (     24      25 ),1,Map of the County of Southampton from an actual Survey m...,,1827,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W271947P,,2
Maps 3065.(47.),MAPS   3065 (     47 ),1,"Map of Broadstairs, in the Isle of Thanet. By R. Collard...",,1824,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W290798P,,2
Maps 3215.(16.),MAPS   3215 (     16 ),2,J. Heywood's Pictorial Map of Manchester and Salford.,,1886,0,   ,RM1,Possibly out of Copyright,Standard Access,Maps,7W294886P,,2
Maps 16114.(8.),MAPS  16114 (      8 ),1,Paris en Mai 1871. Plan indiquant les ope?rations de l'A...,,1871,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 3480.(124.),MAPS   3480 (    124 ),1,Plan of London. Drawn expressly for the Post Office Lond...,,1843,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 3485.(176.),MAPS   3485 (    176 ),1,"Map showing the Romish Establishments in London, and the...",,1871,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 4190.(1.),MAPS   4190 (      1 ),1,"Plan of the Parish of Twickenham, Middlesex ... by ... W...",,1846,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,6W224621P,,2
Maps 5545.(6.),MAPS   5545 (      6 ),1,Town of Birmingham. [By] J. Kempson.,,1808,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W255469P,,2
Maps 5545.(7.),MAPS   5545 (      7 ),1,"New Plan of Birmingham, with the latest improvements. Co...",,1834,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W255469P,,2
Maps 10805.(133.),MAPS  10805 (    133 ),1,Ireland. Drawn by William Duncan ... 1823. [Showing all ...,,1823,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W273141P,,2
Maps 63510.(93.),MAPS  63510 (     93 ),1,Africa. By J. Bartholomew.,,1864,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W264337P,,2
Maps 64465.(10.),MAPS  64465 (     10 ),1,Map of the route explored by Captns. Speke and Grant fro...,,1863,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 60875.(9.),MAPS*  60875 (      9 ),1,Exacta et accurata delineatio cu?m orarum maritimarum tu...,,1596,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,Unknown,2
Maps 64640.(13.),MAPS  64640 (     13 ),1,"Map of the West Coast of Africa, comprising Guinea, and ...",,1842,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,Partial,2
Maps * 1240.(6.),MAPS*   1240 (      6 ),1,Korte Aenwysinge van't gene uytgevoert is door een gedee...,,1667,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,16R01507S,,2
Maps * 2050.(7.),MAPS*   2050 (      7 ),1,Derbyshire. [A Plan of Derbyshire.] By P.P. Burdett.,,1767,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 2390.(1.),MAPS*   2390 (      1 ),1,"The siege of Colchester by the Lord Fairfax, as it was w...",,1650,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 3485.(298.),MAPS*   3485 (    298 ),1,"An exact Surveigh of the Streets, Lanes, and Churches co...",,1669,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 23810.(4.),MAPS*  23810 (      4 ),1,"[A View, showing the position of several of the more imp...",,1574,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 28117.(1.),MAPS*  28117 (      1 ),1,Tridentinum. Trento.,,1562,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W276322P,,2
Maps * 29065.(2.),MAPS*  29065 (      2 ),1,Eigendliche Abildung der Huldigung in Franckfurt am Mayn...,,1706,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W278568P,,2
Maps * 29065.(3.),MAPS*  29065 (      3 ),1,Engendliche Abildung? der Huldigung in Franckfurt am May...,,1706,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W278568P,,2
Maps * 29720.(12.),MAPS*  29720 (     12 ),1,Berlin und Co?lln and der Spree sampt Friedrichswerder u...,,1740,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W278568P,,2
Maps * 30313.(6.),MAPS*  30313 (      6 ),1,Freiburg im Brisgow. J. Stribeck Jun. fec. et excudit.,,1740,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W278574P,,2
Maps * 30355.(1.),MAPS*  30355 (      1 ),1,Theatrum des Krieges in der Marggrafschaft Burgau und an...,,1700,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W278574P,,2
Maps * 30460.(14.),MAPS*  30460 (     14 ),1,Alt-und Neu-Breysach mitt dero Gegend auff 6 Stunden inc...,,1730,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W278568P,,2
Maps * 43990.(6.),MAPS*  43990 (      6 ),1,Constantinopolis. M. Merian fecit. [A General View of th...,,1635,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 46820.(35.),MAPS*  46820 (     35 ),1,Nova totius Asiae Tabula: gedruckt by J. Mathys.,,1715,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W271626P,,2
Maps * 53230.(2.),MAPS*  53230 (      2 ),1,"Map of the Station of Allaha?ba?d, and adjacent Country ...",,1862,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps * 30.(1.),MAPS*     30 (      1 ),1,Tabula Selenographica seu vera adminiculo tubi orthograp...,,1645,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 92505.(10.),MAPS  92505 (     10 ),1,"Plan shewing coast line from Waitara to Tataraimaka, Pro...",,1863,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,17M02715P,,2
Maps 92501.(8.),MAPS  92501 (      8 ),1,Johnston's Map of the Seat of War in New Zealand. North ...,,1863,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,17M02715P,,2
Maps 80710.(30.),MAPS  80710 (     30 ),1,[Jamaica from the latest surveys; improved and engraved ...,,1856,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 67380.(1.),MAPS  67380 (      1 ),1,"Sketch of the Colony of Natal, by J. Wyld.",,1850,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W291296P,,2
Maps 67380.(3.),MAPS  67380 (      3 ),1,[[Outline] Map of the Colony of Natal. Surveyed by Capta...,,1863,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W293168P,,2
Maps 68655.(6.),MAPS  68655 (      6 ),1,"A new chart of the Cape Verd Islands,","Heather, William,",1805,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 69810.(38.),MAPS  69810 (     38 ),1,Nova totius Americae Tabula. (Caput S. Augustini).,,1710,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,7W271626P,,2
Maps 70615.(8.),MAPS  70615 (      8 ),1,"Le Canada, faict par le Sr. de Champlain, ou? sont la No...",,1653,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 71490.(19.),MAPS  71490 (     19 ),1,"Map of the United States, with the contiguous British&Sp...",,1823,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 88715.(3.),MAPS  88715 (      3 ),1,"Map of the Indian Archipelago, by J. Walker. [With separ...",,1840,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 92500.(11.),MAPS  92500 (     11 ),1,"Map of Part of the Northern Island of New Zealand, shewi...",,1867,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,17M02715P,,2
Maps 88715.(7.),MAPS  88715 (      7 ),1,Algemeene Land-en Zee-Kaart van de Nederlandsche Overzee...,,1858,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 88716.(4.),MAPS  88716 (      4 ),1,"Index Chart of the East India Archipelago, showing the C...",,1863,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 88716.(8.),MAPS  88716 (      8 ),1,Kaart van Ost-Indie? fer invulling voor Schoolgebruik en...,,1872,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 88716.(10.),MAPS  88716 (     10 ),1,East India Archipelago. (Western Route to China. Chart N...,,1875,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 88717.(3.),MAPS  88717 (      3 ),1,"Sunda, Banka and Gaspar Straits, etc.",,1864,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps 88725.(3.),MAPS  88725 (      3 ),1,"Map of the Island of Sumatra, constructed chiefly from s...",,1829,0,   ,RM1,Probably out of Copyright,Standard Access,Maps,,Full,2
Maps SEC.5.(1677.),MAPSSEC      5 (   1677 ),1,"Plans of Ports in the Adriatic By Captain W. H. Smyth, 1819",,1844,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps SEC.5.(1614.),MAPSSEC      5 (   1614 ),1,"Split Strait; by Captain W.H. Smyth, 1819. [Admiralty Ch...",,1844,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W123572P,,2
Maps SEC.5.(1557.),MAPSSEC      5 (   1557 ),1,Port Argostoli. Surveyed by Captn. W. H. Smyth ... 1818. [A,,1845,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W12645P,Partial,2
Maps K.Top.14.16.,MAPSKTOP     14      16 ,1,"A colored plan of the Island of Portsea, shewing the pre...",,1773,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W107469P,,2
Maps H.F.SEC.13.(3154.),MAPSHFSEC     13 (   3154 ),1,"I_le Santa Maria. Par les officiers du Beagle, 1835.",,1872,0,,RM1,Probably out of Copyright,Standard Access,Maps,,Full,2
Maps H.F.SEC.14.(1534.),MAPSHFSEC     14 (   1534 ),1,Reconnaissance Hydrographique de la Co?te Occ. du Centre A,,1856,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.17.(1435.),MAPSHFSEC     17 (   1435 ),1,[Carte de la Mer de Chine (4eme Feuille). De_troit de Fo...,,1853,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W117311P,,2
Maps H.F.SEC.17.(2238.),MAPSHFSEC     17 (   2238 ),1,Port d'Amoy ... Ce plan est la reproduction de celui du ...,,1865,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W174302P,,2
Maps H.F.SEC.17.(2562.),MAPSHFSEC     17 (   2562 ),1,Baie Kyau-Chau ... Leve_e ... 1863-1866.,,1867,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.18.(2007.),MAPSHFSEC     18 (   2007 ),1,"Mer de Chine. I_le de Palawan, d'apre_s les travaux du Ca",,1863,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.19.(2171-72.),MAPSHFSEC     19 (   2171 -     72 ),1,"Golfe Persique, feuille occidentale (feuille orientale).",,1865,1865,,RM1,Probably out of Copyright,Standard Access,Maps,09W08596P,,2
Maps H.F.SEC.19.(2893.),MAPSHFSEC     19 (   2893 ),1,"Abou-Thabi, leve_ par le Cap_e. Haines et le Commr. Cons",,1870,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W08596P,Unknown,2
Maps K.Top.4.95.,MAPSKTOP      4      95 ,1,"A Chronological Map of Europe, describing the revolutions o",,1783,0,-,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.6.98.,MAPSKTOP      6      98 ,1,"A colored military survey of the coast of Hampshire, Sus...",,1755,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.11.79.,MAPSKTOP     11      79 ,1,A general plan of Plymouth Sound and the adjacent countr...,,1780,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.top.11.80,MAPSKTOP     11      80 ,1,Plymouth south,,1784,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W44195P,,2
Maps K.Top.11.80.a.,MAPSKTOP     11      80 A,1,An accurate survey and measurement of Plymouth and Dock tow,,1784,1784,80,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.11.80.a.,MAPSKTOP     11      80 A,1,An accurate survey and measurement of Plymouth and Dock tow,,1784,0,,RM1,Probably out of Copyright,Standard Access,Maps,08W06971P,,2
Maps K.Top.11.83.,MAPSKTOP     11      83 ,1,"A Plan of the Town and Citadel of Plymouth, surveyed by ...",,1780,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.13.(1757.),MAPSHFSEC     13 (   1757 ),1,Plan de la Baie de Concepcion ... Leve_ en ... 1853 ... ...,,1858,0,,RM1,Probably out of Copyright,Standard Access,Maps,4W119029P,,2
Maps H.F.SEC.11.(3407.),MAPSHFSEC     11 (   3407 ),1,"St. Christophe, Nie_ves, St. Eustache et Saba. (I_le St....",,1875,0,,RM1,Probably out of Copyright,Standard Access,Maps,5W165814P,Partial,2
Maps H.F.SEC.11.(3407.),MAPSHFSEC     11 (   3407 ),1,"St. Christophe, Nie_ves, St. Eustache et Saba. (I_le St....",,1875,0,,RM1,Probably out of Copyright,Standard Access,Maps,5W165814P,Unknown,2
Maps H.F.SEC.7.(3052.),MAPSHFSEC      7 (   3052 ),1,"Co_tes d'Albanie et I_les Ioniennes. (Port[s] Gomenitza,",,1872,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W12645P,Partial,2
Maps H.F.SEC.7.(1279.),MAPSHFSEC      7 (   1279 ),1,Fano. Pesaro. Golfe de Venise.,,1851,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W11729P,Partial,2
Maps H.F.SEC.7.(2057.),MAPSHFSEC      7 (   2057 ),1,Carte du Canal compris entre la Co_te de Caramanie et l'Il,,1866,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.7.(2400.),MAPSHFSEC      7 (   2400 ),1,Dulcigno. (Co_tes d'Albanie).,,1866,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W12645P,Partial,2
Maps H.F.SEC.7.(2513.),MAPSHFSEC      7 (   2513 ),1,Port d'Alexandrie ... 1867.,,1869,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W18572P,Partial,2
Maps H.F.SEC.11.(1591.),MAPSHFSEC     11 (   1591 ),1,La Vieille Providencia. Leve_e en 1835 par le Comr. R. Owe,,1856,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.11.(3407.),MAPSHFSEC     11 (   3407 ),1,"St. Christophe, Nie_ves, St. Eustache et Saba. (I_le St.",,1875,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11P25961P,Partial,2
Maps H.F.SEC.11.(1631.),MAPSHFSEC     11 (   1631 ),1,"[Gorda Sound. Surveyed by Lieut. Lawrance, 1848. [Admiralty",,1856,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W09689P,Unknown,2
Maps H.F.SEC.11.(1632.),MAPSHFSEC     11 (   1632 ),1,Oce_an Atlantique ... Ile de Saint Andre_ (Co_te des Mos,,1856,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.11.(1928.),MAPSHFSEC     11 (   1928 ),1,Carte de Puerto-Rico et des I_les voisines (Antilles).,,1862,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W26253P,,2
Maps H.F.SEC.11.(3151.),MAPSHFSEC     11 (   3151 ),1,I_le de Puerto Rico. Port San Juan.,,1873,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps H.F.SEC.11.(3387.),MAPSHFSEC     11 (   3387 ),1,I_les Vierges. Partie ouest.,,1874,0,-,RM1,Probably out of Copyright,Standard Access,Maps,09W10340P,,2
Maps H.F.SEC.11.(3407.),MAPSHFSEC     11 (   3407 ),1,"St. Christophe, Nie_ves, St. Eustache et Saba. (I_le St.",,1875,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11P25961P,Unknown,2
Maps K.Top.14.9.2.,MAPSKTOP     14       9       2 ,1,"A colored ""Plan of the demesne lands belonging to the crown",,1792,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.14.41.,MAPSKTOP     14      41 ,1,A colored plan of the town and fortifications of Portsmo...,,1750,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps G.A.C.(110.),MAPSGAC(    110 ),2,"Hafen von Dar es Salaam, nach den Vermessungen des Commr...",,1888,0,,RM1,Possibly out of Copyright,Standard Access,Maps,,,2
Maps K.Top.14.52.,MAPSKTOP     14      52 ,1,"A ""true copy of Thos. Lawrence's survey of the borough of W",,1730,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W28881P,,2
Maps K.Top.61.14.,MAPSKTOP     61      14 ,1,"A colored ""plan de la ville de Brianc_on, fait et recoppie",,1700,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W43625P,,2
Maps K.Top.68.73.,MAPSKTOP     68      73 ,1,"Plan de la Ville et des Faubourgs de Rouen, leve_ par MM.",,1782,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.74.21.,MAPSKTOP     74      21 ,1,"A colored ""Project for fortifying both sides of the harbour",,1765,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W29613P,,2
Maps K.Top.79.18.,MAPSKTOP     79      18 ,1,"Agri Patavini Chorographia, a Barth. Bredda, 1650.",,1687,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.79.41.d.,MAPSKTOP     79      41 D,1,"Anfiteatro detto l'Arena di Verona, da V. Masieri.",,1696,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.79.41.e.,MAPSKTOP     79      41 E,1,"Anfiteatro detto l'Arena di Verona, da F. Masieri.",,1744,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.79.49.,MAPSKTOP     79      49 ,1,Descrizione Iconografica della Citta_ di Vicenza con le ...,,1711,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.81.59.,MAPSKTOP     81      59 ,1,Veduta della Basilica di S. Paolo fuor*** della Mura ed ...,,1771,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W189363P,,2
Maps K.Top.87.30.,MAPSKTOP     87      30 ,1,L'EMPIRE d'ALEMAGNE avec ses Bornes de l'année 1684 où s...,"Duval, P.",1689,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.88.21.,MAPSKTOP     88      21 ,1,LA PARTIE OCCIDENTALE de L'ALLEMAGNE :,"Nolin, Jean Baptiste,",1702,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.88.25.,MAPSKTOP     88      25 ,1,"COURS DU RHIN comprenant LES PROVINCES UNIES, LES PAYS B...","Poirson, J. B.",1793,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.88.26.,MAPSKTOP     88      26 ,1,"THEATRUM BELLI SERENISSIMAE DOMUS AUSTRICAE, Contra GALL...","Oettinger, Johann Friedrich,",1740,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.88.39.,MAPSKTOP     88      39 ,1,Carte particuliere depuis Coblents Jusqua Andernach.,,1720,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.88.39.,MAPSKTOP     88      39 ,1,A colored tracing of a map of the Rhine from Coblentz to An,,1720,0,-,RM1,Probably out of Copyright,Standard Access,Maps,11W37740P,,2
Maps K.Top.89.20.,MAPSKTOP     89      20 ,1,MAPPA CHOROGRAPHICA novissima et completissima TOTIUS RE...,"Müller, J. C.",1726,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.58.17.,MAPSKTOP     58      17 ,1,"A colored plan, or bird's-eye view, of Bourges; drawn ab...",,1650,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W173209P,,2
Maps K.Top.51.34.,MAPSKTOP     51      34 ,1,"A colored""exact survey of the island of Maghe, the river...",,1680,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.51.34.,MAPSKTOP     51      34 ,1,"A colored ""exact survey of the island of Maghe, the river o",,1680,0,-,RM1,Probably out of Copyright,Standard Access,Maps,12W64217P,,2
Maps K.Top.32.42.,MAPSKTOP     32      42 ,1,"A Map of Northumberland, by Horsley and Cay.",,1753,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W14491P,,2
Maps K.Top.18.17.1.,MAPSKTOP     18      17       1 ,1,A Geometrical Plan and N.E. Elevation of H.M. Dock Yard ...,,1753,0,,RM1,Probably out of Copyright,Standard Access,Maps,6W182884P,,2
Maps K.Top.20.34.,MAPSKTOP     20      34 ,1,[A new and exact Plan of the Cities of London and Westmi...,,1752,0,,RM1,Probably out of Copyright,Standard Access,Maps,,,2
Maps K.Top.23.35.b.,MAPSKTOP     23      35 B,1,Ecclesiae Cathedralis Sti Pauli Londini ab Occidente Des...,,1702,0,,RM1,Probably out of Copyright,Standard Access,Maps,5W149668P,,2
Maps K.Top.31.31.,MAPSKTOP     31      31 ,1,"A Plan of the City of Norwich, by F. Blomefield.",,1746,0,-,RM1,Probably out of Copyright,Standard Access,Maps,10W15716P,,2
