Shelfmark,NormalizedShelfmark,Request Count,Title,Author,Pub Year,Periodical Date,Vol,Read Cat,Copyright Status,Access,Collection,IMPS Order ID,Digitisation Status,Digitisation Priority
MSS/Additional/28004,MSS/ADDITIONAL/  28004 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W30852P,,1
MSS/Additional/28000,MSS/ADDITIONAL/  28000 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W52141P,,1
MSS/Additional/28506,MSS/ADDITIONAL/  28506 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/28545,MSS/ADDITIONAL/  28545 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W53357P,,1
MSS/Additional/28545,MSS/ADDITIONAL/  28545 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/29942,MSS/ADDITIONAL/  29942 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09P25776P,,1
MSS/Additional/29929,MSS/ADDITIONAL/  29929 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W20701P,,1
MSS/Additional/29929,MSS/ADDITIONAL/  29929 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16012P,,1
MSS/Additional/29832,MSS/ADDITIONAL/  29832 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W23841P,,1
MSS/Additional/29832,MSS/ADDITIONAL/  29832 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W19642P,,1
MSS/Additional/29813,MSS/ADDITIONAL/  29813 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W26709P,,1
MSS/Additional/29813,MSS/ADDITIONAL/  29813 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W15661P,,1
MSS/Additional/29630,MSS/ADDITIONAL/  29630 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/28838,MSS/ADDITIONAL/  28838 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/28838,MSS/ADDITIONAL/  28838 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14265P,,1
MSS/Additional/28752,MSS/ADDITIONAL/  28752 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/28705,MSS/ADDITIONAL/  28705 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W52828P,,1
MSS/Additional/28705,MSS/ADDITIONAL/  28705 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W49915P,,1
MSS/Additional/28564,MSS/ADDITIONAL/  28564 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W67336P,,1
MSS/Additional/28564,MSS/ADDITIONAL/  28564 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W15206P,,1
MSS/Additional/22203,MSS/ADDITIONAL/  22203 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W52839P,,1
MSS/Additional/17635,MSS/ADDITIONAL/  17635 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17662,MSS/ADDITIONAL/  17662 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08870P,,1
MSS/Additional/17661d,MSS/ADDITIONAL/  17661 D,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17661 D,MSS/ADDITIONAL/  17661 D,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16221P,,1
MSS/Additional/17661 A,MSS/ADDITIONAL/  17661 A,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W35321P,,1
MSS/Additional/17661a,MSS/ADDITIONAL/  17661 A,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17638,MSS/ADDITIONAL/  17638 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17638,MSS/ADDITIONAL/  17638 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W62507P,,1
MSS/Additional/17616,MSS/ADDITIONAL/  17616 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W32510P,,1
MSS/Additional/17458,MSS/ADDITIONAL/  17458 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11P23247P,,1
MSS/Additional/17616,MSS/ADDITIONAL/  17616 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17605,MSS/ADDITIONAL/  17605 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/17605,MSS/ADDITIONAL/  17605 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17585,MSS/ADDITIONAL/  17585 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17585,MSS/ADDITIONAL/  17585 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W20399P,,1
MSS/Additional/17492,MSS/ADDITIONAL/  17492 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/17492,MSS/ADDITIONAL/  17492 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16394P,,1
MSS/Additional/17460,MSS/ADDITIONAL/  17460 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W29320P,,1
MSS/Additional/17662,MSS/ADDITIONAL/  17662 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17668 C,MSS/ADDITIONAL/  17668 C,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16319P,,1
MSS/Additional/17668c,MSS/ADDITIONAL/  17668 C,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17670,MSS/ADDITIONAL/  17670 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W12792P,,1
MSS/Additional/17987,MSS/ADDITIONAL/  17987 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/17738,MSS/ADDITIONAL/  17738 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
Add Ms 38662,ADDMS  38662 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
Add MS 38663,ADDMS  38663 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
Add MS 38664,ADDMS  38664 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
add ms 38665,ADDMS  38665 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
MSS/Additional/17676 D,MSS/ADDITIONAL/  17676 D,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W34421P,,1
MSS/Additional/17676d,MSS/ADDITIONAL/  17676 D,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17676 A,MSS/ADDITIONAL/  17676 A,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W34421P,,1
MSS/Additional/17676a,MSS/ADDITIONAL/  17676 A,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17675,MSS/ADDITIONAL/  17675 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17675,MSS/ADDITIONAL/  17675 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16319P,,1
MSS/Additional/17671,MSS/ADDITIONAL/  17671 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W39431P,,1
MSS/Additional/17671,MSS/ADDITIONAL/  17671 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17671,MSS/ADDITIONAL/  17671 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W19700P,,1
MSS/Additional/17670,MSS/ADDITIONAL/  17670 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10M05805P,,1
MSS/Additional/17460,MSS/ADDITIONAL/  17460 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W44674P,,1
MSS/Additional/17458,MSS/ADDITIONAL/  17458 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08659P,,1
MSS/Additional/18196,MSS/ADDITIONAL/  18196 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/15895,MSS/ADDITIONAL/  15895 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W19944P,,1
MSS/Additional/16889,MSS/ADDITIONAL/  16889 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08914P,,1
MSS/Additional/16371 K,MSS/ADDITIONAL/  16371 K,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W26132P,,1
MSS/Additional/16371 K,MSS/ADDITIONAL/  16371 K,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W20745P,,1
MSS/Additional/16175,MSS/ADDITIONAL/  16175 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/15917,MSS/ADDITIONAL/  15917 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16321P,,1
MSS/Additional/15917,MSS/ADDITIONAL/  15917 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08103P,,1
MSS/Additional/15895,MSS/ADDITIONAL/  15895 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W35290P,,1
MSS/Additional/15894,MSS/ADDITIONAL/  15894 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W35290P,,1
MSS/Additional/17415,MSS/ADDITIONAL/  17415 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W12714P,,1
MSS/Additional/15894,MSS/ADDITIONAL/  15894 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08403P,,1
MSS/Additional/15858,MSS/ADDITIONAL/  15858 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W09871P,,1
MSS/Additional/15858,MSS/ADDITIONAL/  15858 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W23631P,,1
MSS/Additional/15857,MSS/ADDITIONAL/  15857 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W23631P,,1
MSS/Additional/15857,MSS/ADDITIONAL/  15857 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W18946P,,1
MSS/Additional/15768,MSS/ADDITIONAL/  15768 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W10585P,,1
MSS/Additional/15768,MSS/ADDITIONAL/  15768 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08934P,,1
add ms 38875,ADDMS  38875 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
MSS/Additional/16889,MSS/ADDITIONAL/  16889 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/16945,MSS/ADDITIONAL/  16945 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W68878P,,1
MSS/Additional/16945,MSS/ADDITIONAL/  16945 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W57710P,,1
MSS/Additional/16945,MSS/ADDITIONAL/  16945 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W40964P,,1
MSS/Additional/17402,MSS/ADDITIONAL/  17402 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/17358,MSS/ADDITIONAL/  17358 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/17358,MSS/ADDITIONAL/  17358 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W34107P,,1
Add MS 38687,ADDMS  38687 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
Add MS 38693,ADDMS  38693 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
Add MS 38728,ADDMS  38728 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
MSS/Additional/17025,MSS/ADDITIONAL/  17025 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/17017,MSS/ADDITIONAL/  17017 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08144P,,1
Add MS 38729,ADDMS  38729 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
Add MS 38819,ADDMS  38819 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
MSS/Additional/16977,MSS/ADDITIONAL/  16977 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/22203,MSS/ADDITIONAL/  22203 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W30314P,,1
MSS/Additional/20818,MSS/ADDITIONAL/  20818 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W55703P,,1
MSS/Additional/21117,MSS/ADDITIONAL/  21117 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/21109,MSS/ADDITIONAL/  21109 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09M05701P,,1
MSS/Additional/20933,MSS/ADDITIONAL/  20933 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W65499P,,1
MSS/Additional/20933,MSS/ADDITIONAL/  20933 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W42688P,,1
MSS/Additional/20916,MSS/ADDITIONAL/  20916 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/20916,MSS/ADDITIONAL/  20916 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W15628P,,1
MSS/Additional/20818,MSS/ADDITIONAL/  20818 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W62332P,,1
MSS/Additional/20533,MSS/ADDITIONAL/  20533 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14984P,,1
MSS/Additional/20817,MSS/ADDITIONAL/  20817 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W55703P,,1
MSS/Additional/20817,MSS/ADDITIONAL/  20817 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W62332P,,1
MSS/Additional/20787,MSS/ADDITIONAL/  20787 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/20723,MSS/ADDITIONAL/  20723 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W10944P,,1
MSS/Additional/20723,MSS/ADDITIONAL/  20723 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/20534,MSS/ADDITIONAL/  20534 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14984P,,1
MSS/Additional/21117,MSS/ADDITIONAL/  21117 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W51601P,,1
MSS/Additional/21117,MSS/ADDITIONAL/  21117 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W41694P,,1
MSS/Additional/21169,MSS/ADDITIONAL/  21169 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W11922P,,1
MSS/Additional/22139,MSS/ADDITIONAL/  22139 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W20416P,,1
MSS/Additional/22139,MSS/ADDITIONAL/  22139 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W07720P,,1
MSS/Additional/22047,MSS/ADDITIONAL/  22047 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/22029,MSS/ADDITIONAL/  22029 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W34107P,,1
MSS/Additional/22029,MSS/ADDITIONAL/  22029 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/22029,MSS/ADDITIONAL/  22029 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14516P,,1
MSS/Additional/21974,MSS/ADDITIONAL/  21974 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/21926,MSS/ADDITIONAL/  21926 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/21926,MSS/ADDITIONAL/  21926 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W64879P,,1
MSS/Additional/21593 C,MSS/ADDITIONAL/  21593 C,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W11104P,,1
MSS/Additional/21593 C,MSS/ADDITIONAL/  21593 C,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16585P,,1
MSS/Additional/21504,MSS/ADDITIONAL/  21504 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/20534,MSS/ADDITIONAL/  20534 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14175P,,1
MSS/Additional/20533,MSS/ADDITIONAL/  20533 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14175P,,1
MSS/Additional/18653,MSS/ADDITIONAL/  18653 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W40003P,,1
MSS/Additional/18856,MSS/ADDITIONAL/  18856 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/18855,MSS/ADDITIONAL/  18855 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/18855,MSS/ADDITIONAL/  18855 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W17808P,,1
MSS/Additional/18855,MSS/ADDITIONAL/  18855 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14147P,,1
MSS/Additional/18719,MSS/ADDITIONAL/  18719 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/18719,MSS/ADDITIONAL/  18719 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16684P,,1
MSS/Additional/18658,MSS/ADDITIONAL/  18658 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W41589P,,1
MSS/Additional/20532,MSS/ADDITIONAL/  20532 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14984P,,1
MSS/Additional/18632,MSS/ADDITIONAL/  18632 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/18217,MSS/ADDITIONAL/  18217 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W50568P,,1
MSS/Additional/18217,MSS/ADDITIONAL/  18217 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W45677P,,1
MSS/Additional/18205,MSS/ADDITIONAL/  18205 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W38626P,,1
MSS/Additional/18205,MSS/ADDITIONAL/  18205 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W21241P,,1
MSS/Additional/18204,MSS/ADDITIONAL/  18204 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/18929,MSS/ADDITIONAL/  18929 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W12884P,,1
MSS/Additional/18929,MSS/ADDITIONAL/  18929 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W26320P,,1
MSS/Additional/18980,MSS/ADDITIONAL/  18980 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/20532,MSS/ADDITIONAL/  20532 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W14175P,,1
MSS/Additional/20191,MSS/ADDITIONAL/  20191 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W28580P,,1
MSS/Additional/20191,MSS/ADDITIONAL/  20191 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W62114P,,1
MSS/Additional/20109,MSS/ADDITIONAL/  20109 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W12106P,,1
MSS/Additional/19940,MSS/ADDITIONAL/  19940 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W33175P,,1
MSS/Additional/19927,MSS/ADDITIONAL/  19927 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W61594P,,1
MSS/Additional/19915,MSS/ADDITIONAL/  19915 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W41301P,,1
MSS/Additional/19915,MSS/ADDITIONAL/  19915 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W16077P,,1
MSS/Additional/19907,MSS/ADDITIONAL/  19907 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W53106P,,1
MSS/Additional/19907,MSS/ADDITIONAL/  19907 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W45296P,,1
MSS/Additional/19416,MSS/ADDITIONAL/  19416 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Additional/19416,MSS/ADDITIONAL/  19416 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W42106P,,1
MSS/Egerton/339,MSS/EGERTON/    339 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,11W39903P,,1
MSS/Arundel/60,MSS/ARUNDEL/     60 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Royal/20 d. VI,MSS/ROYAL/     20 DVI,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Sloane/90,MSS/SLOANE/     90 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W58327P,,1
MSS/Sloane/46 B,MSS/SLOANE/     46 B,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10P25808P,,1
MSS/Sloane/46 B,MSS/SLOANE/     46 B,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W08500P,,1
MSS/Sloane/6,MSS/SLOANE/      6 ,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
Add MS 18701,ADDMS  18701 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
add ms 18719,ADDMS  18719 ,1,NO TITLE ENTERED,NO AUTHOR ENTERED,0,0,,SEL,Unknown,Special Access,Western MSS,,,1
MSS/Royal/20 D VI,MSS/ROYAL/     20 DVI,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,10W17289P,,1
MSS/Sloane/427,MSS/SLOANE/    427 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,09W09546P,,1
MSS/Royal/20 D I,MSS/ROYAL/     20 DI,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
MSS/Royal/20 D I,MSS/ROYAL/     20 DI,3,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,12W54095P,,1
MSS/Royal/20 D 1,MSS/ROYAL/     20 D      1 ,2,No Title Entered,No Author Entered,0,0,-,MSS,Unknown,Standard Access,Western MSS,,,1
